"Id","Name","Parent","CPU","Threads","WorkingSet","Path"
"17676","CCleaner_service",,,"System.Diagnostics.ProcessThreadCollection","30695424",
"1084","chrome",,"40,8125","System.Diagnostics.ProcessThreadCollection","81879040","C:\Program Files\Google\Chrome\Application\chrome.exe"
"3412","chrome",,"38,578125","System.Diagnostics.ProcessThreadCollection","73895936","C:\Program Files\Google\Chrome\Application\chrome.exe"
"5752","chrome",,"32,828125","System.Diagnostics.ProcessThreadCollection","73744384","C:\Program Files\Google\Chrome\Application\chrome.exe"
"6016","chrome",,"1,875","System.Diagnostics.ProcessThreadCollection","6418432","C:\Program Files\Google\Chrome\Application\chrome.exe"
"6116","chrome",,"0,09375","System.Diagnostics.ProcessThreadCollection","2076672","C:\Program Files\Google\Chrome\Application\chrome.exe"
"6132","chrome",,"12,9375","System.Diagnostics.ProcessThreadCollection","67436544","C:\Program Files\Google\Chrome\Application\chrome.exe"
"7548","chrome",,"5,65625","System.Diagnostics.ProcessThreadCollection","21598208","C:\Program Files\Google\Chrome\Application\chrome.exe"
"7652","chrome",,"76,078125","System.Diagnostics.ProcessThreadCollection","143003648","C:\Program Files\Google\Chrome\Application\chrome.exe"
"7752","chrome",,"3,96875","System.Diagnostics.ProcessThreadCollection","3170304","C:\Program Files\Google\Chrome\Application\chrome.exe"
"8520","chrome",,"1830,359375","System.Diagnostics.ProcessThreadCollection","757026816","C:\Program Files\Google\Chrome\Application\chrome.exe"
"8696","chrome",,"0,328125","System.Diagnostics.ProcessThreadCollection","71577600","C:\Program Files\Google\Chrome\Application\chrome.exe"
"10824","chrome",,"18,578125","System.Diagnostics.ProcessThreadCollection","86679552","C:\Program Files\Google\Chrome\Application\chrome.exe"
"11112","chrome",,"502,34375","System.Diagnostics.ProcessThreadCollection","180916224","C:\Program Files\Google\Chrome\Application\chrome.exe"
"11656","chrome",,"0,40625","System.Diagnostics.ProcessThreadCollection","5271552","C:\Program Files\Google\Chrome\Application\chrome.exe"
"13468","chrome",,"0,125","System.Diagnostics.ProcessThreadCollection","32907264","C:\Program Files\Google\Chrome\Application\chrome.exe"
"14188","chrome",,"0,453125","System.Diagnostics.ProcessThreadCollection","3686400","C:\Program Files\Google\Chrome\Application\chrome.exe"
"14272","chrome",,"2,359375","System.Diagnostics.ProcessThreadCollection","7589888","C:\Program Files\Google\Chrome\Application\chrome.exe"
"15124","chrome",,"280,25","System.Diagnostics.ProcessThreadCollection","175169536","C:\Program Files\Google\Chrome\Application\chrome.exe"
"18084","chrome",,"0,828125","System.Diagnostics.ProcessThreadCollection","5156864","C:\Program Files\Google\Chrome\Application\chrome.exe"
"18728","chrome",,"4,53125","System.Diagnostics.ProcessThreadCollection","10035200","C:\Program Files\Google\Chrome\Application\chrome.exe"
"19232","chrome",,"64,328125","System.Diagnostics.ProcessThreadCollection","199233536","C:\Program Files\Google\Chrome\Application\chrome.exe"
"19364","chrome",,"55,625","System.Diagnostics.ProcessThreadCollection","32301056","C:\Program Files\Google\Chrome\Application\chrome.exe"
"19432","chrome",,"3,234375","System.Diagnostics.ProcessThreadCollection","3149824","C:\Program Files\Google\Chrome\Application\chrome.exe"
"20416","chrome",,"37,828125","System.Diagnostics.ProcessThreadCollection","158298112","C:\Program Files\Google\Chrome\Application\chrome.exe"
"23512","chrome",,"2,84375","System.Diagnostics.ProcessThreadCollection","35348480","C:\Program Files\Google\Chrome\Application\chrome.exe"
"19160","cmd",,"0,015625","System.Diagnostics.ProcessThreadCollection","8286208","C:\WINDOWS\system32\cmd.exe"
"1908","Code",,"106,453125","System.Diagnostics.ProcessThreadCollection","92598272","C:\Users\YENY\AppData\Local\Programs\Microsoft VS Code\Code.exe"
"4032","Code",,"4,8125","System.Diagnostics.ProcessThreadCollection","1744896","C:\Users\YENY\AppData\Local\Programs\Microsoft VS Code\Code.exe"
"5796","Code",,"88,140625","System.Diagnostics.ProcessThreadCollection","55107584","C:\Users\YENY\AppData\Local\Programs\Microsoft VS Code\Code.exe"
"6076","Code",,"17,734375","System.Diagnostics.ProcessThreadCollection","25530368","C:\Users\YENY\AppData\Local\Programs\Microsoft VS Code\Code.exe"
"6296","Code",,"20,265625","System.Diagnostics.ProcessThreadCollection","14127104","C:\Users\YENY\AppData\Local\Programs\Microsoft VS Code\Code.exe"
"8360","Code",,"12,296875","System.Diagnostics.ProcessThreadCollection","21966848","C:\Users\YENY\AppData\Local\Programs\Microsoft VS Code\Code.exe"
"8784","Code",,"1,75","System.Diagnostics.ProcessThreadCollection","1048576","C:\Users\YENY\AppData\Local\Programs\Microsoft VS Code\Code.exe"
"10480","Code",,"208,453125","System.Diagnostics.ProcessThreadCollection","217792512","C:\Users\YENY\AppData\Local\Programs\Microsoft VS Code\Code.exe"
"10840","Code",,"30,21875","System.Diagnostics.ProcessThreadCollection","66969600","C:\Users\YENY\AppData\Local\Programs\Microsoft VS Code\Code.exe"
"11592","Code",,"2,234375","System.Diagnostics.ProcessThreadCollection","11669504","C:\Users\YENY\AppData\Local\Programs\Microsoft VS Code\Code.exe"
"17520","Code",,"0,0625","System.Diagnostics.ProcessThreadCollection","933888","C:\Users\YENY\AppData\Local\Programs\Microsoft VS Code\Code.exe"
"19152","Code",,"2,359375","System.Diagnostics.ProcessThreadCollection","65536","C:\Users\YENY\AppData\Local\Programs\Microsoft VS Code\Code.exe"
"19536","Code",,"5,578125","System.Diagnostics.ProcessThreadCollection","18239488","C:\Users\YENY\AppData\Local\Programs\Microsoft VS Code\Code.exe"
"8668","conhost",,"0,0625","System.Diagnostics.ProcessThreadCollection","192512","C:\WINDOWS\system32\conhost.exe"
"14940","conhost",,"0,96875","System.Diagnostics.ProcessThreadCollection","1425408","C:\WINDOWS\system32\conhost.exe"
"8872","Copilot",,"8,15625","System.Diagnostics.ProcessThreadCollection","20213760","C:\Program Files\WindowsApps\Microsoft.Copilot_1.25121.73.0_x64__8wekyb3d8bbwe\Copilot.exe"
"23304","crashhelper",,"0","System.Diagnostics.ProcessThreadCollection","1183744","C:\Program Files\Mozilla Firefox\crashhelper.exe"
"6692","CrossDeviceResume",,"1,109375","System.Diagnostics.ProcessThreadCollection","3952640","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\CrossDeviceResume.exe"
"1080","csrss",,,"System.Diagnostics.ProcessThreadCollection","2228224",
"19012","csrss",,,"System.Diagnostics.ProcessThreadCollection","1466368",
"19368","ctfmon",,"29,4375","System.Diagnostics.ProcessThreadCollection","11051008",
"2720","DiagsCap",,,"System.Diagnostics.ProcessThreadCollection","4096",
"8736","dllhost",,"0,09375","System.Diagnostics.ProcessThreadCollection","2269184","C:\WINDOWS\system32\DllHost.exe"
"17760","dllhost",,"0,09375","System.Diagnostics.ProcessThreadCollection","2039808","C:\WINDOWS\system32\DllHost.exe"
"16676","dwm",,,"System.Diagnostics.ProcessThreadCollection","41226240",
"11172","EXCEL",,"3,828125","System.Diagnostics.ProcessThreadCollection","6778880","C:\Program Files (x86)\Microsoft Office\Office16\EXCEL.EXE"
"3236","explorer",,"167,5625","System.Diagnostics.ProcessThreadCollection","125673472","C:\WINDOWS\Explorer.EXE"
"1212","firefox",,"0,109375","System.Diagnostics.ProcessThreadCollection","4870144","C:\Program Files\Mozilla Firefox\firefox.exe"
"6280","firefox",,"0,140625","System.Diagnostics.ProcessThreadCollection","9531392","C:\Program Files\Mozilla Firefox\firefox.exe"
"7228","firefox",,"0,1875","System.Diagnostics.ProcessThreadCollection","8531968","C:\Program Files\Mozilla Firefox\firefox.exe"
"13848","firefox",,"1,46875","System.Diagnostics.ProcessThreadCollection","32354304","C:\Program Files\Mozilla Firefox\firefox.exe"
"13976","firefox",,"98,234375","System.Diagnostics.ProcessThreadCollection","169340928","C:\Program Files\Mozilla Firefox\firefox.exe"
"14120","firefox",,"0,171875","System.Diagnostics.ProcessThreadCollection","8581120","C:\Program Files\Mozilla Firefox\firefox.exe"
"16836","firefox",,"18,765625","System.Diagnostics.ProcessThreadCollection","54104064","C:\Program Files\Mozilla Firefox\firefox.exe"
"18140","firefox",,"0,109375","System.Diagnostics.ProcessThreadCollection","7426048","C:\Program Files\Mozilla Firefox\firefox.exe"
"20036","firefox",,"0,609375","System.Diagnostics.ProcessThreadCollection","20967424","C:\Program Files\Mozilla Firefox\firefox.exe"
"22008","firefox",,"0,078125","System.Diagnostics.ProcessThreadCollection","5738496","C:\Program Files\Mozilla Firefox\firefox.exe"
"23836","firefox",,"52,265625","System.Diagnostics.ProcessThreadCollection","214966272","C:\Program Files\Mozilla Firefox\firefox.exe"
"24384","firefox",,"0,234375","System.Diagnostics.ProcessThreadCollection","8601600","C:\Program Files\Mozilla Firefox\firefox.exe"
"7208","fontdrvhost",,,"System.Diagnostics.ProcessThreadCollection","188416",
"18560","fontdrvhost",,,"System.Diagnostics.ProcessThreadCollection","20480",
"14660","HPAudioSwitch",,"3,671875","System.Diagnostics.ProcessThreadCollection","6991872","C:\Program Files (x86)\HP\HPAudioSwitch\HPAudioSwitch.exe"
"7516","HPEnhancedLighting.Bg",,"0,28125","System.Diagnostics.ProcessThreadCollection","2048000","C:\Program Files\WindowsApps\AD2F1837.HPEnhance_1.4.4.0_x64__v10z8vjag6ke6\Win32\HPEnhancedLighting.Bg.exe"
"10328","HPMediaNetwork",,"1,640625","System.Diagnostics.ProcessThreadCollection","11964416","C:\Program Files\HP\HP Media Network\HPMediaNetwork.exe"
"19244","HPPrintScanDoctorService",,,"System.Diagnostics.ProcessThreadCollection","4096",
"15300","HPSystemEventUtilityBackground",,"22,515625","System.Diagnostics.ProcessThreadCollection","9592832","C:\Program Files\WindowsApps\AD2F1837.HPSystemEventUtility_3.2.15.0_x64__v10z8vjag6ke6\SystemEventUtility\HPSystemEventUtilityBackground.exe"
"23724","HPSystemEventUtilityHost",,"0,609375","System.Diagnostics.ProcessThreadCollection","4251648","C:\Program Files\WindowsApps\AD2F1837.HPSystemEventUtility_3.2.15.0_x64__v10z8vjag6ke6\SystemEventUtility\HPSystemEventUtilityHost.exe"
"0","Idle",,,"System.Diagnostics.ProcessThreadCollection","8192",
"7748","ipf_helper",,"11,953125","System.Diagnostics.ProcessThreadCollection","1122304","C:\WINDOWS\System32\DriverStore\FileRepository\ipf_cpu.inf_amd64_cf5beef3831571d4\ipf_helper.exe"
"16184","ipf_uf",,,"System.Diagnostics.ProcessThreadCollection","1908736",
"8100","ipfsvc",,,"System.Diagnostics.ProcessThreadCollection","4096",
"22356","LockApp",,"1,3125","System.Diagnostics.ProcessThreadCollection","135168","C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe"
"4612","LsaIso",,,"System.Diagnostics.ProcessThreadCollection","4096",
"1340","lsass",,,"System.Diagnostics.ProcessThreadCollection","11112448",
"3440","Memory Compression",,,"System.Diagnostics.ProcessThreadCollection","5378048",
"4604","msedge",,"0,109375","System.Diagnostics.ProcessThreadCollection","1224704","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"13408","msedge",,"0,28125","System.Diagnostics.ProcessThreadCollection","2281472","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"19000","msedge",,"0,671875","System.Diagnostics.ProcessThreadCollection","6983680","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"19144","msedge",,"21,09375","System.Diagnostics.ProcessThreadCollection","35430400","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"19972","msedge",,"1,328125","System.Diagnostics.ProcessThreadCollection","13864960","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"
"2632","msedgewebview2",,"1,5625","System.Diagnostics.ProcessThreadCollection","7053312","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"
"6352","msedgewebview2",,"5,65625","System.Diagnostics.ProcessThreadCollection","9203712","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"
"7964","msedgewebview2",,"1,625","System.Diagnostics.ProcessThreadCollection","667648","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"
"8024","msedgewebview2",,"3","System.Diagnostics.ProcessThreadCollection","5079040","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"
"10552","msedgewebview2",,"7,328125","System.Diagnostics.ProcessThreadCollection","4661248","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"
"10984","msedgewebview2",,"5,296875","System.Diagnostics.ProcessThreadCollection","7229440","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"
"11164","msedgewebview2",,"0,046875","System.Diagnostics.ProcessThreadCollection","888832","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"
"14020","msedgewebview2",,"0,46875","System.Diagnostics.ProcessThreadCollection","49152","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"
"15800","msedgewebview2",,"6,734375","System.Diagnostics.ProcessThreadCollection","22507520","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"
"16024","msedgewebview2",,"12,65625","System.Diagnostics.ProcessThreadCollection","659456","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"
"17652","msedgewebview2",,"0,0625","System.Diagnostics.ProcessThreadCollection","1146880","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"
"20280","msedgewebview2",,"0,390625","System.Diagnostics.ProcessThreadCollection","2187264","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\143.0.3650.139\msedgewebview2.exe"
"8424","NetworkCap",,,"System.Diagnostics.ProcessThreadCollection","4096",
"9232","OmenCommandCenterBackground",,"281,5625","System.Diagnostics.ProcessThreadCollection","108896256","C:\Program Files\WindowsApps\AD2F1837.OMENCommandCenter_1101.2512.8.0_x64__v10z8vjag6ke6\OmenCommandCenterApp\OmenCommandCenterBackground.exe"
"17484","OmenInstallMonitor",,"1,671875","System.Diagnostics.ProcessThreadCollection","4141056",
"22416","OpenConsole",,"0,3125","System.Diagnostics.ProcessThreadCollection","1576960","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.13503.0_x64__8wekyb3d8bbwe\OpenConsole.exe"
"18708","OverlayHelper",,"4,1875","System.Diagnostics.ProcessThreadCollection","4435968",
"14960","powershell",,"10,171875","System.Diagnostics.ProcessThreadCollection","20582400","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe"
"23840","powershell",,"1,6875","System.Diagnostics.ProcessThreadCollection","79372288","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe"
"24248","powershell",,"60,796875","System.Diagnostics.ProcessThreadCollection","40034304","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe"
"6108","python",,"0,046875","System.Diagnostics.ProcessThreadCollection","19238912","C:\Python314\python.exe"
"232","Registry",,,"System.Diagnostics.ProcessThreadCollection","16543744",
"6500","RtkAudUService64",,"1,921875","System.Diagnostics.ProcessThreadCollection","5464064","C:\WINDOWS\System32\DriverStore\FileRepository\realtekservice.inf_amd64_04ff63d068f8c626\RtkAudUService64.exe"
"8844","RtkAudUService64",,,"System.Diagnostics.ProcessThreadCollection","4419584",
"18552","RtkAudUService64",,,"System.Diagnostics.ProcessThreadCollection","2932736",
"8864","RtkBtManServ",,,"System.Diagnostics.ProcessThreadCollection","4096",
"2816","RuntimeBroker",,"1,140625","System.Diagnostics.ProcessThreadCollection","2834432","C:\Windows\System32\RuntimeBroker.exe"
"9268","RuntimeBroker",,"0,171875","System.Diagnostics.ProcessThreadCollection","802816","C:\Windows\System32\RuntimeBroker.exe"
"14216","RuntimeBroker",,"0,9375","System.Diagnostics.ProcessThreadCollection","3739648","C:\Windows\System32\RuntimeBroker.exe"
"15028","RuntimeBroker",,"0,0625","System.Diagnostics.ProcessThreadCollection","6549504","C:\Windows\System32\RuntimeBroker.exe"
"16000","RuntimeBroker",,"0,640625","System.Diagnostics.ProcessThreadCollection","2584576","C:\Windows\System32\RuntimeBroker.exe"
"19408","RuntimeBroker",,"2,578125","System.Diagnostics.ProcessThreadCollection","9207808","C:\Windows\System32\RuntimeBroker.exe"
"22572","RuntimeBroker",,"1,609375","System.Diagnostics.ProcessThreadCollection","6242304","C:\Windows\System32\RuntimeBroker.exe"
"19944","SearchFilterHost",,,"System.Diagnostics.ProcessThreadCollection","12292096",
"1244","SearchHost",,"8,4375","System.Diagnostics.ProcessThreadCollection","11431936","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe"
"8272","SearchIndexer",,,"System.Diagnostics.ProcessThreadCollection","19623936",
"19976","SearchProtocolHost",,,"System.Diagnostics.ProcessThreadCollection","16596992",
"5968","SECOCL64",,"0,296875","System.Diagnostics.ProcessThreadCollection","2449408","C:\WINDOWS\System32\SECOCL64.exe"
"8888","SECOMN64",,,"System.Diagnostics.ProcessThreadCollection","2732032",
"188","Secure System",,,"System.Diagnostics.ProcessThreadCollection","41656320",
"1308","services",,,"System.Diagnostics.ProcessThreadCollection","6246400",
"19756","ShellExperienceHost",,"2,171875","System.Diagnostics.ProcessThreadCollection","4202496","C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"
"14924","ShellHost",,"0,25","System.Diagnostics.ProcessThreadCollection","5136384","C:\Windows\System32\ShellHost.exe"
"16604","sihost",,"10,5625","System.Diagnostics.ProcessThreadCollection","13012992","C:\WINDOWS\system32\sihost.exe"
"796","smss",,,"System.Diagnostics.ProcessThreadCollection","8192",
"5212","spoolsv",,,"System.Diagnostics.ProcessThreadCollection","4096",
"12260","sppsvc",,,"System.Diagnostics.ProcessThreadCollection","7733248",
"16236","StartMenuExperienceHost",,"7,203125","System.Diagnostics.ProcessThreadCollection","11247616","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe"
"1400","svchost",,,"System.Diagnostics.ProcessThreadCollection","1048576",
"1476","svchost",,,"System.Diagnostics.ProcessThreadCollection","18984960",
"1644","svchost",,,"System.Diagnostics.ProcessThreadCollection","13803520",
"1704","svchost",,,"System.Diagnostics.ProcessThreadCollection","3624960",
"1836","svchost",,,"System.Diagnostics.ProcessThreadCollection","2617344",
"1992","svchost",,,"System.Diagnostics.ProcessThreadCollection","1318912",
"2000","svchost",,,"System.Diagnostics.ProcessThreadCollection","802816",
"2008","svchost",,,"System.Diagnostics.ProcessThreadCollection","2985984",
"2072","svchost",,,"System.Diagnostics.ProcessThreadCollection","5218304",
"2080","svchost",,,"System.Diagnostics.ProcessThreadCollection","1429504",
"2092","svchost",,,"System.Diagnostics.ProcessThreadCollection","4685824",
"2200","svchost",,,"System.Diagnostics.ProcessThreadCollection","8798208",
"2220","svchost",,,"System.Diagnostics.ProcessThreadCollection","2269184",
"2272","svchost",,,"System.Diagnostics.ProcessThreadCollection","1200128",
"2280","svchost",,,"System.Diagnostics.ProcessThreadCollection","1167360",
"2396","svchost",,,"System.Diagnostics.ProcessThreadCollection","917504",
"2476","svchost",,,"System.Diagnostics.ProcessThreadCollection","8732672",
"2500","svchost",,,"System.Diagnostics.ProcessThreadCollection","2588672",
"2548","svchost",,,"System.Diagnostics.ProcessThreadCollection","5287936",
"2600","svchost",,,"System.Diagnostics.ProcessThreadCollection","4108288",
"2896","svchost",,,"System.Diagnostics.ProcessThreadCollection","2547712",
"2940","svchost",,,"System.Diagnostics.ProcessThreadCollection","1220608",
"3056","svchost",,,"System.Diagnostics.ProcessThreadCollection","802816",
"3160","svchost",,,"System.Diagnostics.ProcessThreadCollection","1978368",
"3264","svchost",,,"System.Diagnostics.ProcessThreadCollection","7864320",
"3316","svchost",,,"System.Diagnostics.ProcessThreadCollection","1392640",
"3324","svchost",,,"System.Diagnostics.ProcessThreadCollection","6172672",
"3332","svchost",,,"System.Diagnostics.ProcessThreadCollection","1519616",
"3488","svchost",,,"System.Diagnostics.ProcessThreadCollection","561152",
"3616","svchost",,,"System.Diagnostics.ProcessThreadCollection","2478080",
"3632","svchost",,,"System.Diagnostics.ProcessThreadCollection","3014656",
"3848","svchost",,,"System.Diagnostics.ProcessThreadCollection","8273920",
"3864","svchost",,,"System.Diagnostics.ProcessThreadCollection","11051008",
"3892","svchost",,"2,28125","System.Diagnostics.ProcessThreadCollection","9748480","C:\WINDOWS\system32\svchost.exe"
"3936","svchost",,,"System.Diagnostics.ProcessThreadCollection","14278656",
"4084","svchost",,,"System.Diagnostics.ProcessThreadCollection","12083200",
"4120","svchost",,,"System.Diagnostics.ProcessThreadCollection","1191936",
"4176","svchost",,,"System.Diagnostics.ProcessThreadCollection","1380352",
"4540","svchost",,,"System.Diagnostics.ProcessThreadCollection","2961408",
"4712","svchost",,,"System.Diagnostics.ProcessThreadCollection","6074368",
"4776","svchost",,,"System.Diagnostics.ProcessThreadCollection","1880064",
"5004","svchost",,,"System.Diagnostics.ProcessThreadCollection","991232",
"5012","svchost",,,"System.Diagnostics.ProcessThreadCollection","1343488",
"5088","svchost",,,"System.Diagnostics.ProcessThreadCollection","7974912",
"5396","svchost",,,"System.Diagnostics.ProcessThreadCollection","2457600",
"5540","svchost",,,"System.Diagnostics.ProcessThreadCollection","3960832",
"5556","svchost",,"0,765625","System.Diagnostics.ProcessThreadCollection","1511424","C:\WINDOWS\system32\svchost.exe"
"5584","svchost",,,"System.Diagnostics.ProcessThreadCollection","1261568",
"5716","svchost",,,"System.Diagnostics.ProcessThreadCollection","884736",
"6204","svchost",,,"System.Diagnostics.ProcessThreadCollection","9768960",
"6540","svchost",,,"System.Diagnostics.ProcessThreadCollection","1171456",
"6748","svchost",,,"System.Diagnostics.ProcessThreadCollection","2936832",
"6792","svchost",,,"System.Diagnostics.ProcessThreadCollection","12881920",
"6828","svchost",,,"System.Diagnostics.ProcessThreadCollection","16011264",
"7348","svchost",,,"System.Diagnostics.ProcessThreadCollection","3223552",
"7796","svchost",,,"System.Diagnostics.ProcessThreadCollection","2301952",
"7872","svchost",,,"System.Diagnostics.ProcessThreadCollection","1400832",
"7896","svchost",,,"System.Diagnostics.ProcessThreadCollection","1642496",
"8000","svchost",,,"System.Diagnostics.ProcessThreadCollection","1515520",
"8212","svchost",,,"System.Diagnostics.ProcessThreadCollection","11288576",
"8580","svchost",,,"System.Diagnostics.ProcessThreadCollection","999424",
"8620","svchost",,,"System.Diagnostics.ProcessThreadCollection","16019456",
"8628","svchost",,,"System.Diagnostics.ProcessThreadCollection","15572992",
"8808","svchost",,,"System.Diagnostics.ProcessThreadCollection","524288",
"8856","svchost",,,"System.Diagnostics.ProcessThreadCollection","1249280",
"8988","svchost",,,"System.Diagnostics.ProcessThreadCollection","86016",
"9052","svchost",,,"System.Diagnostics.ProcessThreadCollection","2117632",
"9064","svchost",,,"System.Diagnostics.ProcessThreadCollection","1245184",
"9568","svchost",,,"System.Diagnostics.ProcessThreadCollection","1212416",
"10448","svchost",,,"System.Diagnostics.ProcessThreadCollection","5115904",
"10808","svchost",,,"System.Diagnostics.ProcessThreadCollection","1056768",
"10904","svchost",,,"System.Diagnostics.ProcessThreadCollection","8679424",
"11652","svchost",,,"System.Diagnostics.ProcessThreadCollection","7065600",
"11964","svchost",,,"System.Diagnostics.ProcessThreadCollection","831488",
"12228","svchost",,"0,40625","System.Diagnostics.ProcessThreadCollection","2543616","C:\WINDOWS\system32\svchost.exe"
"12820","svchost",,"0,109375","System.Diagnostics.ProcessThreadCollection","1171456","C:\WINDOWS\system32\svchost.exe"
"13992","svchost",,,"System.Diagnostics.ProcessThreadCollection","995328",
"14428","svchost",,"0,4375","System.Diagnostics.ProcessThreadCollection","2514944","C:\WINDOWS\system32\svchost.exe"
"15136","svchost",,"0,171875","System.Diagnostics.ProcessThreadCollection","1523712","C:\WINDOWS\system32\svchost.exe"
"15376","svchost",,"2,515625","System.Diagnostics.ProcessThreadCollection","8691712","C:\WINDOWS\system32\svchost.exe"
"15700","svchost",,"0,0625","System.Diagnostics.ProcessThreadCollection","1040384","C:\WINDOWS\system32\svchost.exe"
"17264","svchost",,,"System.Diagnostics.ProcessThreadCollection","1302528",
"17980","svchost",,,"System.Diagnostics.ProcessThreadCollection","3551232",
"18664","svchost",,,"System.Diagnostics.ProcessThreadCollection","3342336",
"23412","svchost",,,"System.Diagnostics.ProcessThreadCollection","991232",
"3608","SysInfoCap",,,"System.Diagnostics.ProcessThreadCollection","4096",
"4","System",,,"System.Diagnostics.ProcessThreadCollection","1425408",
"19780","SystemSettings",,"10,09375","System.Diagnostics.ProcessThreadCollection","14131200","C:\Windows\ImmersiveControlPanel\SystemSettings.exe"
"2660","taskhostw",,"0,8125","System.Diagnostics.ProcessThreadCollection","499712",
"13296","taskhostw",,"0,953125","System.Diagnostics.ProcessThreadCollection","5492736","C:\WINDOWS\system32\taskhostw.exe"
"8952","TeamViewer_Service",,,"System.Diagnostics.ProcessThreadCollection","589824",
"3584","TouchpointAnalyticsClientService",,,"System.Diagnostics.ProcessThreadCollection","13942784",
"4548","unsecapp",,,"System.Diagnostics.ProcessThreadCollection","3035136",
