"Id","Name","Parent","CPU","Threads","WorkingSet","Path"
"12228","svchost",,"0,40625","System.Diagnostics.ProcessThreadCollection","2473984","C:\WINDOWS\system32\svchost.exe"
"12820","svchost",,"0,109375","System.Diagnostics.ProcessThreadCollection","839680","C:\WINDOWS\system32\svchost.exe"
"13992","svchost",,,"System.Diagnostics.ProcessThreadCollection","1150976",
"14428","svchost",,"0,4375","System.Diagnostics.ProcessThreadCollection","2514944","C:\WINDOWS\system32\svchost.exe"
"15136","svchost",,"0,171875","System.Diagnostics.ProcessThreadCollection","1523712","C:\WINDOWS\system32\svchost.exe"
"15376","svchost",,"2,515625","System.Diagnostics.ProcessThreadCollection","8642560","C:\WINDOWS\system32\svchost.exe"
"15700","svchost",,"0,0625","System.Diagnostics.ProcessThreadCollection","1040384","C:\WINDOWS\system32\svchost.exe"
"17264","svchost",,,"System.Diagnostics.ProcessThreadCollection","1355776",
"17980","svchost",,,"System.Diagnostics.ProcessThreadCollection","2228224",
"18664","svchost",,,"System.Diagnostics.ProcessThreadCollection","4182016",
"20600","svchost",,,"System.Diagnostics.ProcessThreadCollection","6455296",
"23412","svchost",,,"System.Diagnostics.ProcessThreadCollection","888832",
"3608","SysInfoCap",,,"System.Diagnostics.ProcessThreadCollection","4096",
"4","System",,,"System.Diagnostics.ProcessThreadCollection","2289664",
"19780","SystemSettings",,"10,078125","System.Diagnostics.ProcessThreadCollection","14237696","C:\Windows\ImmersiveControlPanel\SystemSettings.exe"
"2660","taskhostw",,"0,8125","System.Diagnostics.ProcessThreadCollection","843776",
"13296","taskhostw",,"0,953125","System.Diagnostics.ProcessThreadCollection","5693440","C:\WINDOWS\system32\taskhostw.exe"
"8952","TeamViewer_Service",,,"System.Diagnostics.ProcessThreadCollection","659456",
"3584","TouchpointAnalyticsClientService",,,"System.Diagnostics.ProcessThreadCollection","15589376",
